No.,StatusOrtu,Penghasilan,Status_Rumah,JMotor,Jmobil,DayaLis,KIPK
777,1,3500000,1,3,0,3,0
778,1,5000000,0,3,0,2,0
779,4,1300000,1,1,0,1,0
780,1,3000000,1,2,0,2,0
781,1,1200000,1,2,0,2,1
782,1,3000000,1,2,0,3,0
783,1,6153000,1,4,0,2,0
784,1,3000000,1,1,0,2,0
785,1,5000000,1,2,1,2,0
786,1,3000000,0,0,0,2,1
787,1,2000000,1,1,0,2,1
788,1,8300000,1,2,0,3,0
789,4,3000000,1,2,1,2,1
790,1,2500000,1,2,0,3,0
791,1,8463200,1,1,1,2,0
792,1,8000000,1,1,0,2,0
793,1,9650000,1,1,1,3,0
794,1,3490000,1,2,0,2,0
795,1,20000000,1,1,1,3,0
796,1,8000000,1,2,0,2,0
797,1,5200000,1,2,1,3,0
798,1,4000000,1,2,0,2,0
799,1,4000000,1,2,0,2,0
800,1,1000000,1,3,0,2,0
801,1,7000000,1,5,0,2,0
802,1,4500000,1,1,0,2,1
803,1,950000,0,2,0,1,1
804,1,10000000,1,3,1,3,0
805,1,500000,1,2,0,1,0
806,2,500000,1,1,0,2,1
807,1,8500000,1,2,0,3,0
808,1,7500000,1,2,0,2,0
809,1,5000000,1,2,0,2,0
810,1,4293582,1,2,0,2,0
811,1,1500000,1,2,0,2,1
812,1,4000000,1,1,1,2,0
813,1,4500000,1,1,1,1,1
814,1,1500000,1,2,0,3,0
815,1,1500000,1,1,0,1,0
816,4,1000000,1,1,0,2,0
817,2,1500000,1,0,0,2,1
818,1,800000,1,1,0,3,0
819,1,2500000,1,2,0,2,0
820,1,5000000,0,2,1,3,0
821,1,10000000,0,2,0,3,0
822,1,6000000,1,3,0,2,0
823,2,1000000,0,2,0,2,1
824,1,5500000,1,2,1,1,0
825,1,8000000,0,1,0,3,1
826,1,7000000,1,2,1,2,0
827,1,4000000,1,4,1,1,0
828,2,500000,1,3,0,2,0
829,1,4300497,0,2,0,2,0
830,4,0,1,2,0,1,1
831,1,4000000,0,2,0,1,1
832,1,3500000,1,2,0,2,0
833,1,3000000,1,2,2,3,0
834,1,4500000,1,2,0,2,0
835,1,1000000,0,2,0,3,1
836,1,10000000,1,1,2,3,0
837,1,7000000,1,2,0,2,0
838,1,6000000,1,3,0,3,0
839,4,800000,1,1,0,1,0
840,1,5000000,1,4,1,1,0
841,1,2500000,1,2,0,1,0
842,1,2500000,1,1,0,2,0
843,1,4000000,1,3,0,2,0
844,1,2500000,1,2,1,2,0
845,1,7000000,1,3,0,3,0
846,1,4000000,1,1,0,2,0
847,1,1500000,0,1,0,3,0
848,4,3000000,0,2,0,1,1
849,1,2000000,1,3,0,2,0
850,1,3000000,1,2,0,2,0
851,1,750000,0,2,0,1,1
852,1,5500000,1,3,2,2,0
853,1,2700000,0,1,0,2,1
854,1,750000,1,1,0,1,0
855,1,300000,1,2,0,2,0
856,1,6000000,1,2,1,2,0
857,1,8200000,1,2,0,2,0
858,1,1000000,0,2,0,2,0
859,1,2500000,0,1,0,2,0
860,1,2500000,0,1,0,3,0
861,4,3400000,1,3,0,2,0
862,1,4000000,1,2,0,2,0
863,1,4300000,1,3,0,2,0
864,2,4904900,1,2,1,2,0
865,1,8000000,1,3,1,2,0
866,1,10000000,1,2,1,3,0
867,2,0,0,3,0,2,1
868,4,2500000,1,2,0,2,1
869,1,15000000,1,3,1,3,0
870,1,1500000,1,1,0,2,1
871,4,750000,1,1,1,1,1
872,1,1900000,0,2,0,3,1
873,1,1750000,1,2,0,1,1
874,1,2000000,1,1,1,2,0
875,1,1500000,1,0,0,2,0
876,1,2000000,1,2,0,2,0
877,2,3164900,0,3,0,2,0
878,1,2000000,1,2,0,2,0
879,1,3000000,1,2,0,3,0
880,1,8000000,1,2,1,3,0
881,1,3000000,1,2,0,3,0
882,1,4050000,1,3,1,2,0
883,1,8000000,1,2,1,3,0
884,2,1800000,1,2,0,2,1
885,1,3568200,1,2,0,2,0
886,1,10000000,0,3,0,3,0
887,1,25000000,1,2,1,3,0
888,1,3000000,0,0,0,3,0
889,1,3000000,0,2,0,2,1
890,1,1000000,0,1,0,2,1
891,1,6500000,1,4,0,2,0
892,1,5000000,1,1,0,1,0
893,1,5000000,1,2,0,3,0
894,1,3000000,1,2,0,2,0
895,1,5700000,1,2,0,2,0
896,1,8000000,1,3,1,2,0
897,1,2500000,1,1,1,3,1
898,2,0,0,1,1,1,0
899,1,1250000,0,3,0,1,1
900,1,12000000,0,1,1,3,0
901,1,3000000,1,2,0,3,0
902,1,5000000,1,1,1,3,0
903,1,1800000,1,2,0,2,0
904,2,2500000,0,1,0,2,1
905,1,2500000,1,1,0,2,0
906,2,5000000,1,1,0,3,0
907,2,2000000,1,2,0,2,0
908,1,2500000,1,1,0,1,0
909,1,4000000,1,2,0,2,0
910,1,9500000,1,3,1,3,0
911,2,3500000,0,2,0,3,0
912,1,2000000,0,2,0,3,0
913,2,4700000,1,1,1,2,0
914,1,2500000,0,1,0,1,0
915,1,7500000,0,3,0,3,0
916,1,2000000,1,2,0,2,0
917,1,1000000,1,2,1,2,1
918,1,4000000,1,2,1,2,0
919,1,1500000,1,2,0,2,0
920,1,3000000,1,2,0,3,0
921,1,200000,1,1,0,1,1
922,1,30000000,1,1,3,3,0
923,2,0,0,1,0,3,1
924,1,16500000,1,3,2,3,0
925,1,12000000,0,1,1,3,0
926,1,4793000,1,3,0,2,0
927,1,8000000,1,3,1,3,0
928,2,2000000,1,2,0,2,0
929,1,4500000,1,2,1,2,0
930,1,4000000,1,2,0,2,0
931,1,4500000,0,2,0,2,0
932,1,5442100,1,2,1,3,0
933,1,5000000,1,2,0,3,1
934,1,4000000,1,2,0,2,0
935,1,8500000,1,2,1,2,0
936,1,2000000,1,2,0,1,1
937,1,2500000,1,1,0,3,0
938,1,7500000,1,2,0,2,0
939,4,9000000,1,2,1,3,0
940,1,4000000,1,2,1,2,0
941,1,5700000,1,2,0,2,0
942,1,4000000,1,2,0,3,0
943,1,3000000,1,1,0,2,0
944,1,22166233,1,3,1,2,0
945,1,3000000,1,2,1,2,0
946,1,6000000,1,4,1,3,0
947,1,8000000,1,4,1,2,0
948,1,8600000,1,2,1,2,0
949,1,3500000,1,3,0,2,0
950,1,5500000,1,2,0,3,0
951,1,2200000,1,3,0,1,1
952,1,2000000,1,3,1,1,0
953,1,4000000,1,3,0,2,0
954,1,2000000,1,2,0,1,0
955,1,1500000,0,1,0,2,1
956,1,6113833,1,2,1,2,0
957,1,2000000,1,1,0,2,1
958,1,5000000,1,3,1,3,0
959,1,7000000,1,3,0,2,0
960,1,4000000,1,3,0,2,0
961,1,5500000,1,5,1,2,0
962,1,2000000,0,1,0,2,1
963,1,1000000,1,2,0,1,1
964,1,10000000,1,2,1,2,0
965,1,2500000,1,2,0,3,0
966,1,3000000,1,1,0,2,0
967,1,5000000,1,2,1,2,0
968,1,17000000,1,3,2,3,0
969,1,3000000,1,2,0,2,0
970,1,7000000,1,2,0,2,0
971,1,2500000,1,2,0,1,0
972,1,8700000,0,4,0,2,0
973,1,4500000,1,3,0,2,0
974,1,5000000,1,2,0,2,0
975,1,3000000,1,2,0,3,1
976,1,6000000,1,2,0,2,0
977,1,2000000,1,1,0,2,0
978,2,2500000,1,2,1,3,0
979,1,16000000,1,1,1,3,0
980,1,12500000,1,2,1,3,0
981,1,4000000,0,1,0,2,0
982,1,5000000,1,3,0,2,0
983,1,10000000,1,2,1,3,0
984,1,7500000,1,3,1,3,0
985,1,2000000,0,0,0,2,1
986,1,4500000,1,1,1,2,0
987,1,5000000,1,4,0,2,1
988,1,6000000,1,3,0,3,0
989,1,7500000,1,3,1,2,0
990,1,8500000,1,3,0,3,0
991,1,27000000,1,1,3,3,0
992,1,25000000,1,1,1,3,0
993,1,1000000,1,1,0,2,0
994,2,500000,1,1,0,1,1
995,1,5000000,1,2,0,2,0
996,1,10000000,1,2,1,3,0
997,1,0,0,1,0,1,1
998,1,3000000,1,2,0,2,0
999,1,4200000,1,2,0,3,0
1000,1,5500000,1,3,0,2,0
1001,1,2000000,1,2,0,3,0
1002,1,1000000,1,2,0,2,0
1003,1,2000000,0,2,0,2,1
1004,2,2000000,1,0,0,3,0
1005,1,5000000,1,2,1,2,0
1006,1,6000000,0,1,1,3,0
1007,1,1500000,1,3,0,2,0
1008,1,2500000,1,2,1,2,0
1009,1,3000000,1,2,0,2,0
1010,2,0,1,1,0,3,1
1011,1,9000000,1,2,1,2,0
1012,1,1500000,1,2,0,2,0
1013,1,16000000,1,2,1,3,0
1014,1,4000000,1,3,1,1,1
1015,1,1500000,0,1,0,1,1
1016,1,1500000,1,2,0,2,1
1017,1,2500000,0,1,0,1,0
1018,4,2000000,1,3,0,2,1
1019,1,1500000,1,2,0,1,1
1020,1,1750000,0,2,0,2,1
1021,1,5000000,1,2,0,2,0
1022,1,1200000,1,2,0,2,1
1023,1,8000000,1,3,0,2,0
1024,1,3000000,0,2,0,3,0
1025,1,2500000,1,3,0,2,0
1026,1,2000000,1,2,0,1,0
1027,1,11000000,1,2,1,3,0
1028,1,3250000,1,3,0,3,0
1029,1,3000000,1,2,0,2,0
1030,1,1500000,0,2,0,2,0
1031,1,4000000,0,2,0,2,0
1032,2,4400000,1,2,0,2,0
1033,1,2500000,1,1,0,2,1
1034,1,3800000,1,1,1,3,0
1035,1,700000,1,1,0,1,1
1036,1,5500000,1,3,1,1,0
1037,1,1000000,1,2,0,2,1
1038,1,6000000,1,2,1,3,0
1039,1,3000000,0,2,0,2,0
1040,1,3000000,1,3,1,2,0
1041,1,4000000,1,1,0,3,0
1042,2,700000,0,2,0,2,1
1043,1,500000,0,1,0,1,1
1044,1,2500000,0,1,0,2,0
1045,1,2500000,1,2,0,1,0
1046,1,2000000,1,1,0,2,0
1047,1,4500000,1,1,1,2,0
1048,1,2000000,1,2,0,3,1
1049,1,500000,1,2,0,2,0
1050,1,3000000,0,1,0,1,0
1051,1,5000000,1,2,0,3,0
1052,1,1500000,1,1,0,1,0
1053,2,3500000,1,2,0,3,0
1054,1,2500000,1,2,0,1,1
1055,1,6000000,1,1,1,3,0
1056,1,2500000,1,1,0,3,1
1057,1,3800000,1,2,0,2,0
1058,1,1500000,0,2,0,2,1
1059,1,4000000,1,5,0,2,0
1060,1,11000000,1,3,1,3,1
1061,1,5500000,1,2,1,2,0
1062,1,600000,1,2,0,1,0
1063,1,16000000,1,1,0,3,0
1064,4,0,1,2,0,2,0
1065,1,4000000,1,3,0,2,0
1066,4,500000,1,1,0,2,1
1067,4,1000000,0,1,0,2,1
1068,1,5000000,1,1,1,2,0
1069,1,3000000,1,2,0,2,0
1070,1,8000000,1,2,0,3,0
1071,1,5000000,1,1,0,2,0
1072,1,5358332,1,1,0,1,0
1073,1,6500000,1,2,0,3,0
1074,1,7000000,1,2,1,3,0
1075,1,1500000,1,1,0,2,0
1076,1,2000000,0,2,0,2,0
1077,1,1100000,0,1,0,2,1
1078,1,2000000,1,2,0,2,1
1079,1,500000,0,1,0,2,1
1080,1,1227500,1,1,0,1,0
1081,1,4000000,1,2,0,2,0
1082,1,1000000,1,3,0,1,0
1083,1,1500000,1,1,0,2,0
1084,1,9000000,1,3,2,3,0
1085,1,4000000,1,2,0,2,0
1086,1,1700000,1,1,0,3,1
1087,1,1000000,1,1,0,2,0
1088,1,8000000,1,3,1,2,0
1089,1,900000,0,2,0,2,1
1090,1,1500000,1,2,0,2,1
1091,1,8500000,1,2,1,2,0
1092,1,4300000,1,3,0,1,0
1093,1,2500000,1,2,0,2,0
1094,1,20000000,1,2,2,3,0
1095,1,750000,1,2,0,2,1
1096,1,6000000,1,3,0,3,0
1097,1,4000000,1,2,0,2,0
1098,1,5500000,1,3,0,2,0
1099,1,3000000,1,3,0,2,1
1100,1,15000000,1,3,1,3,0
1101,1,800000,0,1,0,3,0
1102,1,5000000,0,3,0,3,0
1103,1,6000000,1,2,1,3,0
1104,4,5000000,0,0,0,2,0
1105,1,7000000,1,3,1,2,0
1106,1,2850000,1,2,0,3,0
1107,1,6300000,1,2,1,2,0
1108,1,4000000,1,2,1,3,0
1109,1,10000000,0,3,1,2,0
1110,1,1000000,1,1,0,2,0
1111,1,5000000,1,2,0,2,0
1112,1,6000000,1,4,1,2,0
1113,1,5000000,0,2,1,3,0
1114,1,0,0,0,0,1,0
1115,2,4500000,1,1,0,3,0
1116,1,9700000,1,3,0,3,0
1117,2,5000000,1,3,0,2,0
1118,1,4500000,1,2,2,3,0
1119,1,12000000,1,3,1,3,0
1120,1,500000,1,1,0,2,0
1121,1,5000000,1,3,0,3,0
1122,1,7000000,1,3,0,3,0
1123,1,4000000,1,2,0,2,0
1124,1,10000000,1,2,1,3,0
1125,4,3700000,0,1,0,3,0
1126,1,1500000,0,1,0,1,1
1127,2,4748500,1,2,0,2,0
1128,1,2000000,1,1,0,2,1
1129,2,2900000,1,1,0,1,0
1130,1,1000000,1,2,1,2,0
1131,1,17000000,1,3,1,3,0
1132,1,2000000,0,1,0,2,0
1133,1,7000000,1,2,0,2,0
1134,1,0,1,3,0,1,0
1135,1,2500000,1,1,0,2,0
1136,1,3840300,1,2,1,3,0
1137,1,8500000,1,2,1,3,0
1138,1,4000000,1,2,0,1,0
1139,2,1900000,1,2,0,3,0
1140,1,4000000,1,1,0,1,0
1141,1,20000000,1,2,1,2,0
1142,1,8299000,1,2,1,2,0
1143,1,1250000,0,2,0,2,0
1144,1,5500000,1,3,1,3,0
1145,1,500000,1,1,0,1,1
1146,1,12000000,1,2,1,2,0
1147,1,2700000,1,1,0,2,0
1148,1,15000000,1,2,1,3,0
1149,1,9500000,1,3,0,3,0
1150,1,2500000,1,2,0,1,0
1151,2,500000,0,1,0,1,1
1152,1,7000000,1,2,1,3,0
1153,1,8537800,1,2,1,3,0
1154,1,4500000,1,3,0,2,0
1155,1,6000000,1,3,0,1,0
1156,1,2000000,1,1,0,3,1
1157,1,6000000,0,1,0,1,0
1158,1,5233865,1,2,0,2,0
1159,1,6300000,1,3,1,3,0
1160,1,26000000,1,1,1,3,0
1161,1,3500000,0,2,0,3,0
1162,1,4000000,1,4,0,2,0
1163,2,0,1,2,0,2,0
1164,1,6500000,1,3,0,2,0
1165,1,1500000,0,2,0,2,1
1166,1,45000000,1,2,2,3,0
1167,1,4500000,1,3,2,2,0
1168,1,4000000,1,3,1,2,0
1169,4,3000000,1,2,1,3,0
1170,1,10000000,1,2,0,3,0
1171,1,4500000,1,1,0,3,0
1172,1,9000000,1,2,1,3,0
1173,1,20000000,1,2,1,3,0
1174,1,1500000,1,1,1,1,0
1175,1,5500000,1,3,0,3,0
1176,1,10000000,1,3,0,2,0
1177,1,4500000,1,2,1,3,0
1178,1,1500000,0,2,0,1,1
1179,1,2500000,1,2,0,2,1
1180,1,5040000,1,2,0,3,0
1181,2,0,1,4,0,2,0
1182,1,5000000,1,2,1,2,0
1183,1,4000000,0,3,0,2,0
1184,1,3500000,1,1,0,1,0
1185,1,2000000,1,2,0,2,0
1186,4,2000000,1,1,0,1,0
1187,1,3000000,1,2,1,3,1
1188,1,2000000,1,2,0,2,0
1189,1,4000000,1,2,0,3,0
1190,1,3500000,0,1,0,2,0
1191,1,14000000,1,2,1,3,0
1192,4,14000000,1,4,1,3,0
1193,1,9294400,1,2,0,2,0
1194,1,3500000,1,2,0,3,0
1195,4,2200000,1,2,1,2,0
1196,2,5000000,1,1,0,3,0
1197,1,7000000,1,2,0,3,0
1198,1,4000000,1,1,0,2,0
1199,2,3000000,1,3,1,1,0
1200,1,4000000,0,1,0,2,0
1201,1,5000000,1,3,1,3,0
1202,1,5800000,1,3,1,3,0
1203,1,8200000,1,2,1,2,0
1204,1,5000000,0,2,0,2,0
1205,1,1500000,1,1,0,2,1
1206,1,2500000,0,2,0,3,0
1207,1,3800000,1,2,0,2,0
1208,1,2500000,0,2,0,2,1
1209,1,5000000,1,3,1,3,0
1210,1,5503400,1,3,0,3,0
1211,1,7300000,0,2,1,3,0
1212,1,21000000,1,3,1,3,0
1213,1,4000000,1,2,0,2,0
1214,1,2000000,1,2,0,2,0
1215,1,3000000,1,4,0,2,0
1216,1,50000000,1,3,0,3,0
1217,1,6400000,1,3,0,2,0
1218,1,6800000,0,1,0,2,0
1219,1,3000000,1,2,1,2,0
1220,1,450000,1,1,0,2,0
1221,1,3000000,0,1,0,2,0
1222,1,3500000,1,1,1,3,0
1223,1,8500000,1,2,2,1,0
1224,1,10000000,1,4,0,2,0
1225,1,14293200,1,3,2,3,0
1226,1,0,0,1,0,3,0
1227,1,2000000,1,2,0,2,0
1228,1,3850000,1,2,1,2,0
1229,1,6000000,1,2,1,1,0
1230,1,1500000,0,1,0,3,1
1231,1,3500000,1,3,1,2,0
1232,1,3700000,1,2,0,2,0
1233,1,13000000,1,3,1,3,0
1234,2,4000000,1,3,0,2,0
1235,1,5000000,1,3,1,3,0
1236,1,4000000,1,1,0,2,0
1237,4,4500000,1,2,1,3,0
1238,1,5500000,1,2,0,1,0
1239,1,550000,1,2,0,1,0
1240,1,7500000,1,4,0,2,0
1241,1,3900000,1,2,1,1,0
1242,2,500000,1,2,0,2,0
1243,1,8700000,1,2,0,3,0
1244,1,2500000,0,5,0,2,0
1245,1,2500000,0,1,0,3,1
1246,1,13000000,1,2,1,3,0
1247,1,7000000,1,3,1,3,0
1248,1,4000000,1,3,0,2,0
1249,1,1250000,1,2,0,1,1
1250,2,1000000,1,1,0,2,0
1251,1,2650000,1,2,0,2,0
1252,1,4000000,1,3,1,2,0
1253,1,5000000,1,3,0,1,0
1254,1,3500000,1,3,0,2,0
1255,2,3500000,1,2,0,3,0
1256,1,3000000,0,4,0,2,1
1257,1,2500000,0,1,0,2,1
1258,1,3000000,1,1,1,1,0
1259,1,8000000,0,3,1,2,0
1260,1,500000,1,2,0,1,1
1261,1,500000,1,2,0,1,0
1262,1,2500000,0,2,0,3,0
1263,1,4300000,0,2,0,3,0
1264,1,7000000,0,3,0,2,0
1265,1,500000,1,3,0,2,0
1266,1,21000000,1,1,1,3,0
1267,1,800000,0,1,0,2,1
1268,1,600000,0,2,0,2,1
1269,1,9000000,1,2,1,3,0
1270,1,120000,1,1,0,1,0
1271,1,7500000,1,1,1,3,0
1272,1,25000000,1,2,1,3,0
1273,4,5000000,1,1,0,2,0
1274,1,0,1,1,1,3,0
1275,1,6500000,1,2,1,3,0
1276,1,5000000,1,2,1,2,0
1277,1,1500000,1,2,0,2,0
1278,1,12000000,1,1,0,3,0
1279,1,5000000,1,2,0,3,0
1280,1,2000000,0,2,0,1,0
1281,1,3500000,1,2,0,1,0
1282,1,5000000,1,2,0,3,0
1283,1,6540000,1,2,0,3,0
1284,1,2000000,0,1,0,3,0
1285,1,1750000,1,2,0,1,0
1286,1,3000000,0,1,0,3,0
1287,1,400000,1,4,0,2,0
1288,1,2500000,1,2,0,1,0
1289,1,2000000,1,3,1,3,0
1290,1,3000000,1,1,0,2,0
1291,1,3000000,1,2,0,1,0
1292,2,1000000,1,1,0,2,0
1293,1,11000000,1,2,1,2,0
1294,1,2500000,0,3,0,2,1
1295,1,0,1,1,0,3,1
1296,1,7000000,1,2,1,3,0
1297,1,5500000,1,2,0,2,0
1298,1,2500000,1,1,0,2,0
1299,2,1000000,1,1,0,1,0
1300,2,1800000,1,2,0,1,0
1301,1,3500000,1,2,0,1,0
1302,1,2500000,1,2,0,2,0
1303,1,5000000,1,1,1,3,0
1304,1,-1000000,0,1,0,2,1
1305,1,5000000,1,3,0,2,0
1306,1,2500000,1,2,0,2,0
1307,1,1250000,1,1,0,2,0
1308,1,6500000,1,1,0,3,0
1309,1,2500000,0,2,0,3,0
1310,1,2000000,1,2,0,2,0
1311,1,3000000,1,2,1,3,0
1312,1,3230000,1,2,0,2,0
1313,1,6000000,1,3,1,2,0
1314,1,7000000,1,3,1,2,0
1315,1,500000,0,1,0,2,0
1316,1,8500000,1,4,1,2,0
1317,4,4000000,0,2,0,2,0
1318,1,1500000,0,1,0,1,0
1319,1,1000000,1,2,0,2,0
1320,1,4500000,0,2,0,2,0
1321,1,9000000,1,2,1,2,0
1322,1,7000000,1,2,1,3,0
1323,1,1500000,0,1,0,2,0
1324,1,15000000,1,2,1,3,0
1325,1,13000000,1,2,0,2,0
1326,1,2000000,0,3,0,2,0
1327,1,4500000,1,2,1,2,0
1328,1,500000,1,1,0,2,1
1329,1,4000000,0,2,0,3,0
1330,1,8200000,1,2,1,3,0
1331,1,7000000,1,4,0,2,0
1332,1,3500000,1,2,0,2,1
1333,1,1500000,1,2,0,1,1
1334,1,7000000,1,2,0,2,0
1335,4,3000000,0,1,1,2,0
1336,1,700000,1,2,0,1,1
1337,1,7416000,0,2,1,3,0
1338,1,1000000,1,1,0,2,0
1339,1,2300000,0,1,0,2,0
1340,1,2000000,1,2,0,2,0
1341,1,13000000,1,2,0,2,0
1342,1,4000000,1,2,1,3,0
1343,1,900000,1,1,0,2,1
1344,1,7000000,1,2,1,3,0
1345,1,7500000,0,2,0,1,0
1346,1,3000000,0,1,0,3,0
1347,1,2000000,1,0,0,2,0
1348,1,7000000,0,2,0,3,0
1349,1,0,0,1,1,2,0
1350,4,0,1,3,0,3,1
1351,1,3500000,1,3,1,2,0
1352,1,5358700,1,2,1,2,0
1353,1,225000,1,1,0,3,1
1354,1,3000000,1,2,0,3,0
1355,1,1500000,1,3,0,2,0
1356,1,5000000,0,2,0,2,0
1357,1,9000000,0,1,1,2,0
1358,1,5000000,1,1,0,3,0
1359,1,5000000,1,2,0,3,0
1360,1,12100000,1,3,1,2,0
1361,1,5000000,1,2,1,3,0
1362,1,13500000,1,2,0,2,0
1363,1,1000000,1,1,0,1,0
1364,1,7000000,1,2,2,2,0
1365,1,4000000,1,2,0,3,0
1366,1,4500000,1,3,0,2,0
1367,1,15000000,1,1,1,3,0
1368,1,3000000,1,2,0,1,0
1369,1,5000000,1,2,1,2,0
1370,1,3000000,1,2,0,2,0
1371,1,1000000,0,2,0,2,1
1372,1,4000000,0,1,0,2,0
1373,1,2000000,1,3,0,2,0
1374,1,6000000,1,4,0,2,0
1375,1,2000000,1,3,0,2,0
1376,1,5000000,1,3,1,3,0
1377,1,6000000,1,4,1,2,0
1378,1,10000000,1,2,1,3,0
1379,1,6800000,1,2,0,2,0
1380,1,10355400,1,4,1,2,0
1381,1,3500000,1,2,0,2,0
1382,1,5300000,1,2,2,3,0
1383,1,2000000,1,2,1,3,0
1384,2,300000,1,3,0,3,0
1385,1,1500000,0,1,0,3,0
1386,1,1700000,1,2,0,2,1
1387,2,6000000,1,2,0,3,0
1388,1,7500000,1,3,1,2,0
1389,2,5000000,1,1,1,2,0
1390,1,4000000,1,2,0,2,0
1391,1,750000,0,0,0,2,1
1392,2,1500000,0,1,0,3,0
1393,1,5262149,1,2,0,2,0
1394,4,5500000,1,1,0,2,0
1395,1,11000000,1,2,2,3,0
1396,1,3000000,1,1,0,2,0
1397,1,5000000,1,2,0,3,0
1398,1,7000000,1,2,1,2,0
1399,1,6998500,1,2,0,3,0
1400,1,10000000,1,1,1,3,0
1401,1,4000000,1,2,0,1,1
1402,1,13590950,1,3,1,3,0
1403,1,4500000,0,1,0,2,0
1404,1,2000000,1,2,0,2,0
1405,2,500000,1,1,1,2,0
1406,1,3500000,1,2,0,2,0
1407,1,3500000,1,4,1,3,0
1408,1,4000000,0,1,0,2,0
1409,1,5000000,0,3,0,2,0
1410,1,5500000,1,2,0,2,0
1411,1,2000000,0,2,0,2,1
1412,1,9500000,1,2,1,3,0
1413,1,10000000,1,3,1,3,0
1414,1,5000000,0,3,1,3,0
1415,1,4000000,1,2,0,3,0
1416,4,3000000,1,1,0,3,0
1417,1,3000000,1,2,0,3,0
1418,1,4000000,1,4,1,2,0
1419,1,0,1,1,0,2,0
1420,1,2400000,0,2,0,3,1
1421,1,1500000,1,3,1,2,0
1422,1,3000000,1,2,1,2,0
1423,1,3000000,1,2,0,3,0
1424,1,2000000,0,2,1,2,0
1425,1,4000000,1,2,0,2,0
1426,1,4300000,0,3,0,1,0
1427,1,3000000,1,2,0,2,0
1428,4,2100000,1,2,1,3,0
1429,1,4980580,1,1,0,2,1
1430,1,6000000,1,2,1,3,0
1431,1,3500000,1,3,0,1,0
1432,1,6500000,1,3,1,3,0
1433,1,3000000,1,3,0,2,0
1434,1,10000000,1,1,1,3,0
1435,1,1000000,1,1,0,1,1
1436,1,60000000,1,2,2,3,0
1437,4,2000000,1,2,0,1,0
1438,1,6500000,1,2,1,3,0
1439,1,2500000,0,1,0,2,0
1440,1,5000000,1,2,1,3,0
1441,1,4326087,1,3,0,1,0
1442,1,7500000,0,2,1,2,0
1443,1,4000000,1,2,0,3,0
1444,1,5000000,1,2,0,2,0
1445,1,10000000,1,3,1,3,0
1446,1,6000000,0,2,0,3,0
1447,1,5000000,1,1,0,3,0
1448,1,0,0,0,0,1,0
1449,1,6000000,1,2,1,3,0
1450,1,10000000,0,1,1,3,0
1451,1,10000000,1,2,2,1,0
1452,1,4000000,1,2,0,2,0
1453,2,500000,1,1,0,2,0
1454,2,0,1,1,0,2,0
1455,1,0,1,1,1,3,0
1456,1,6000000,1,2,0,2,0
1457,1,3700000,1,2,0,2,0
1458,1,5000000,1,1,1,3,0
1459,1,8000000,1,2,1,1,0
1460,1,0,1,2,0,2,0
1461,1,6720000,1,3,0,2,0
1462,1,5000000,1,1,1,3,0
1463,1,6000000,1,2,1,3,0
1464,1,5000000,0,2,0,2,0
1465,1,5000000,1,1,1,2,0
1466,1,3000000,1,2,0,1,1
1467,1,250000,1,1,0,1,0
1468,1,8500000,1,2,2,3,0
1469,1,23000000,1,2,2,3,0
1470,1,0,1,1,0,1,0
1471,1,3000000,1,2,1,2,0
1472,1,4000000,1,2,1,3,0
1473,1,3000000,1,2,0,2,1
1474,1,1500000,1,2,0,2,0
1475,1,9600000,1,2,0,2,0
1476,1,5000000,0,4,0,3,0
1477,1,3000000,0,1,0,3,1
1478,1,6500000,1,2,2,3,0
1479,1,2000000,0,1,0,2,1
1480,1,2900000,1,2,0,2,0
1481,1,350000,0,2,0,2,0
1482,2,4999999,1,2,1,3,0
1483,1,7508700,1,2,1,2,0
1484,1,2000000,1,1,0,2,0
1485,4,2000000,1,2,0,2,0
1486,1,2000000,1,2,0,2,0
1487,2,4000000,1,2,0,2,0
1488,1,7500000,1,3,1,2,0
1489,2,3000000,1,3,0,2,0
1490,1,15000000,1,1,1,3,0
1491,1,10000000,0,0,0,1,0
1492,1,1500000,1,2,0,2,0
1493,1,8500000,1,3,1,2,0
1494,1,5000000,1,2,1,3,0
1495,1,1500000,1,2,0,1,0
1496,4,0,1,3,0,3,0
1497,1,8947000,1,1,1,2,0
1498,1,9000000,0,4,1,3,0
1499,1,7000000,1,3,1,2,0
1500,1,2821000,1,1,0,2,0
1501,1,5000000,1,3,1,2,0
1502,1,5000000,1,2,1,3,0
1503,1,1500000,1,1,0,1,0
1504,1,6000000,1,2,1,3,0
1505,1,10000000,1,2,1,3,0
1506,1,2500000,0,1,0,2,1
1507,1,1500000,0,2,0,3,0
1508,1,4000000,1,2,0,2,0
1509,4,5000000,1,2,0,3,0
1510,1,6000000,1,2,1,2,0
1511,1,3500000,1,1,1,1,0
1512,2,400000,1,1,0,1,1
1513,1,3900000,1,4,1,2,0
1514,2,1000000,1,2,0,3,0
1515,1,10000000,1,4,1,2,0
1516,1,2000000,0,2,0,3,0
1517,1,1500000,0,1,0,2,0
1518,1,7000000,0,2,0,2,0
1519,1,3000000,0,1,0,2,0
1520,1,3500000,1,2,0,2,0
1521,1,1500000,0,1,0,2,1
1522,2,2000000,1,1,0,1,0
1523,1,5000000,1,2,0,2,0
1524,1,2500000,0,2,0,3,0
1525,1,23000000,1,3,1,2,0
1526,1,500100,1,2,0,1,0
